experiment_id,ccf_id,ccf_region,layer,celltype,dispersion,size
196549_010,1125,ORBvl,L5,ET,1.704378271,8
196549_011,630,ORBl,L5,ET,36.21040663,31
196549_013,630,ORBl,L5,ET,,1
196549_014,1125,ORBvl,L5,CT,,0
196549_014,1125,ORBvl,L5,CT,,0
196549_019,526157192,FRP,L5,ET,80.70241632,5
196549_020,526157192,FRP,L5,IT,85.84100236,68
196549_027,767,MOs,L5,CT,,0
196549_027,767,MOs,L5,CT,,0
196549_030,630,ORBl,L5,IT,55.93405081,63
196549_031,630,ORBl,L5,IT,,0
196549_032,630,ORBl,L5,IT,59.9736192,74
196549_033,630,ORBl,L5,IT,60.09980221,33
196549_034,630,ORBl,L5,CT,,0
196549_034,630,ORBl,L5,CT,,0
196549_035,767,MOs,L5,IT,108.5363192,85
196550_008,363,PL,L5,IT,54.58317865,44
196550_012,767,MOs,L5,IT,72.50656449,65
196550_013,1015,ACAd,L5,IT,69.88596615,55
196550_014,1015,ACAd,L5,IT,66.69970232,98
196550_017,1015,ACAd,L5,IT,132.8338135,91
196550_018,1015,ACAd,L5,IT,64.55352785,166
196550_019,1015,ACAd,L5,CT,,0
196550_019,1015,ACAd,L5,CT,,0
196550_020,1015,ACAd,L5,ET,63.29377569,7
196550_020,1015,ACAd,L5,ET,63.29377569,7
196550_023,1015,ACAd,L5,IT,20.02337746,4
196550_024,1015,ACAd,L5,ET,50.14784057,49
196550_024,1015,ACAd,L5,ET,50.14784057,49
196550_026,1015,ACAd,L5,IT,86.96912739,82
196550_027,363,PL,L5,IT,75.61653888,105
196550_028,363,PL,L5,IT,63.49633599,76
196550_031,1015,ACAd,L5,ET,30.18014482,10
196550_031,1015,ACAd,L5,ET,30.18014482,10
196550_032,1015,ACAd,L5,IT,111.1264837,206
196550_033,1015,ACAd,L5,ET,67.8397045,24
196550_033,1015,ACAd,L5,ET,67.8397045,24
196550_034,1015,ACAd,L5,ET,,1
196550_034,1015,ACAd,L5,ET,,1
196550_035,1015,ACAd,L5,ET,54.98231142,39
196550_035,1015,ACAd,L5,ET,54.98231142,39
196550_037,363,PL,L5,ET,110.123794,2
196550_038,363,PL,L5,ET,52.93216366,6
196550_040,1015,ACAd,L5,IT,100.6923811,102
196550_044,1015,ACAd,L5,IT,61.82937074,64
196550_046,772,ACAv,L5,ET,,1
196550_046,772,ACAv,L5,ET,,1
196550_047,772,ACAv,L5,IT,37.70613114,36
196550_048,363,PL,L5,IT,59.3553813,135
196550_057,363,PL,L5,IT,88.52763201,61
196550_058,363,PL,L5,ET,40.8397607,18
196550_059,363,PL,L5,IT,52.21130857,22
196550_060,363,PL,L5,IT,57.86313902,7
196550_063,363,PL,L5,IT,29.23318975,16
196550_071,363,PL,L5,CT,,0
196550_071,363,PL,L5,CT,,0
196550_072,363,PL,L5,CT,,1
196550_072,363,PL,L5,CT,,1
196550_075,363,PL,L5,IT,50.19074524,8
196550_076,363,PL,L5,ET,20.55400209,8
196550_078,363,PL,L5,IT,111.5143816,33
196550_080,363,PL,L5,IT,76.5139118,13
196550_081,363,PL,L5,ET,44.85264764,5
196550_082,827,ILA,L5,ET,,1
196550_083,827,ILA,L5,ET,,0
196550_084,827,ILA,L5,ET,36.72607138,8
196550_085,827,ILA,L5,IT,,0
196550_086,827,ILA,L5,ET,7,2
196550_090,363,PL,L5,IT,42.78935219,28
196550_093,363,PL,L5,ET,20.10992897,4
200194_001,1015,ACAd,L5,ET,55.6293214,27
200194_001,1015,ACAd,L5,ET,55.6293214,27
200194_006,1015,ACAd,L5,ET,33.89125675,9
200194_006,1015,ACAd,L5,ET,33.89125675,9
200194_008,1015,ACAd,L5,IT,121.3402164,125
200194_009,1015,ACAd,L5,ET,60.14015315,53
200194_009,1015,ACAd,L5,ET,60.14015315,53
200194_015,1015,ACAd,L5,ET,8.874119675,2
200194_015,1015,ACAd,L5,ET,8.874119675,2
200194_023,1015,ACAd,L5,ET,63.15346038,53
200194_023,1015,ACAd,L5,ET,63.15346038,53
200194_024,1015,ACAd,L5,ET,28.30137078,44
200194_024,1015,ACAd,L5,ET,28.30137078,44
200194_025,1015,ACAd,L5,ET,42.09688874,26
200194_025,1015,ACAd,L5,ET,42.09688874,26
200194_029,772,ACAv,L5,IT,61.0426735,203
200194_034,767,MOs,L5,ET,121.0088485,26
200194_036,1015,ACAd,L5,IT,58.23119797,82
200194_042,767,MOs,L5,ET,79.60154776,93
200194_049,772,ACAv,L5,ET,32.39681891,23
200194_049,772,ACAv,L5,ET,32.39681891,23
200194_050,772,ACAv,L5,ET,70.89230195,16
200194_050,772,ACAv,L5,ET,70.89230195,16
200194_053,1015,ACAd,L5,IT,50.97951345,133
200194_057,1015,ACAd,L5,IT,53.20615987,72
200194_058,1015,ACAd,L5,IT,37.83916581,9
200194_059,1015,ACAd,L5,CT,,0
200194_059,1015,ACAd,L5,CT,,0
200194_061,1015,ACAd,L5,IT,69.09079714,72
200194_062,772,ACAv,L5,ET,53.49188835,48
200194_062,772,ACAv,L5,ET,53.49188835,48
200194_063,772,ACAv,L5,ET,67.48452872,33
200194_063,772,ACAv,L5,ET,67.48452872,33
200194_064,772,ACAv,L5,ET,57.13603849,24
200194_064,772,ACAv,L5,ET,57.13603849,24
200194_065,1015,ACAd,L5,ET,41.9508517,44
200194_065,1015,ACAd,L5,ET,41.9508517,44
200194_066,1015,ACAd,L5,ET,57.59762112,30
200194_066,1015,ACAd,L5,ET,57.59762112,30
200194_070,772,ACAv,L5,ET,40.09754039,83
200194_070,772,ACAv,L5,ET,40.09754039,83
200194_071,772,ACAv,L5,ET,30.32271637,17
200194_071,772,ACAv,L5,ET,30.32271637,17
200194_073,772,ACAv,L5,IT,40.49220293,154
200194_074,772,ACAv,L5,ET,51.45697353,32
200194_074,772,ACAv,L5,ET,51.45697353,32
200194_084,772,ACAv,L5,ET,43.47697824,23
200194_084,772,ACAv,L5,ET,43.47697824,23
200194_085,772,ACAv,L5,IT,24.29714204,15
200194_086,772,ACAv,L5,ET,25.75046446,9
200194_086,772,ACAv,L5,ET,25.75046446,9
200194_087,772,ACAv,L5,ET,6.12825877,3
200194_087,772,ACAv,L5,ET,6.12825877,3
200194_089,1015,ACAd,L5,IT,52.6153262,202
200194_093,1015,ACAd,L5,IT,75.72435181,172
200194_096,1015,ACAd,L5,ET,50.20835267,55
200194_096,1015,ACAd,L5,ET,50.20835267,55
200194_097,1015,ACAd,L5,ET,60.08934111,154
200194_097,1015,ACAd,L5,ET,60.08934111,154
200194_098,772,ACAv,L5,ET,44.09629502,83
200194_098,772,ACAv,L5,ET,44.09629502,83
200194_099,772,ACAv,L5,ET,33.06580027,96
200194_099,772,ACAv,L5,ET,33.06580027,96
200194_105,1015,ACAd,L5,IT,61.03011188,13
200194_111,1015,ACAd,L5,ET,23.64403836,8
200194_111,1015,ACAd,L5,ET,23.64403836,8
200194_112,1015,ACAd,L5,ET,91.77542096,60
200194_112,1015,ACAd,L5,ET,91.77542096,60
200195_001,1015,ACAd,L5,ET,52.82073296,61
200195_001,1015,ACAd,L5,ET,52.82073296,61
200195_002,1015,ACAd,L5,ET,50.05799106,9
200195_002,1015,ACAd,L5,ET,50.05799106,9
200195_003,1015,ACAd,L5,IT,57.05054759,176
200195_005,1015,ACAd,L5,IT,89.48114371,86
200195_006,767,MOs,L5,ET,45.49384195,29
200195_007,1015,ACAd,L5,IT,,0
200195_008,1015,ACAd,L5,IT,32.8616108,49
200195_010,767,MOs,L5,IT,99.75934734,176
200195_012,1015,ACAd,L5,IT,63.67443501,149
200195_013,1015,ACAd,L5,IT,,0
200195_014,1015,ACAd,L5,IT,,0
200195_015,1015,ACAd,L5,IT,94.64360359,98
200195_016,1015,ACAd,L5,IT,46.93975006,21
200195_017,1015,ACAd,L5,IT,47.794829,27
200195_019,1015,ACAd,L5,IT,50.85485594,80
200195_020,1015,ACAd,L5,IT,67.25667353,36
200195_021,1015,ACAd,L5,IT,47.62716872,25
200195_023,1015,ACAd,L5,IT,70.96321943,59
200196_001,1015,ACAd,L5,ET,36.14547845,30
200196_001,1015,ACAd,L5,ET,36.14547845,30
200196_002,1015,ACAd,L5,ET,46.56167544,17
200196_002,1015,ACAd,L5,ET,46.56167544,17
200196_003,772,ACAv,L5,ET,25.69241806,17
200196_003,772,ACAv,L5,ET,25.69241806,17
200196_004,772,ACAv,L5,ET,44.34217145,79
200196_004,772,ACAv,L5,ET,44.34217145,79
200196_005,1015,ACAd,L5,ET,20.50892275,27
200196_005,1015,ACAd,L5,ET,20.50892275,27
200196_006,1015,ACAd,L5,IT,67.66424514,149
200196_007,1015,ACAd,L5,IT,44.83581158,2
200196_008,1015,ACAd,L5,ET,53.29319935,42
200196_008,1015,ACAd,L5,ET,53.29319935,42
200196_009,767,MOs,L5,ET,28.99899275,28
200196_011,772,ACAv,L5,ET,38.49277375,61
200196_011,772,ACAv,L5,ET,38.49277375,61
200196_012,1015,ACAd,L5,ET,45.56248414,134
200196_012,1015,ACAd,L5,ET,45.56248414,134
200196_014,772,ACAv,L5,ET,35.82698167,213
200196_014,772,ACAv,L5,ET,35.82698167,213
200196_015,1015,ACAd,L5,ET,75.41580034,14
200196_015,1015,ACAd,L5,ET,75.41580034,14
200196_016,767,MOs,L5,ET,74.00855806,15
200196_017,1015,ACAd,L5,ET,55.32217636,18
200196_017,1015,ACAd,L5,ET,55.32217636,18
200196_018,772,ACAv,L5,ET,,0
200196_018,772,ACAv,L5,ET,,0
200196_019,767,MOs,L5,IT,93.34798935,119
200196_020,767,MOs,L5,IT,48.88353294,46
200196_021,767,MOs,L5,CT,,0
200196_021,767,MOs,L5,CT,,0
200196_022,767,MOs,L5,CT,,0
200196_022,767,MOs,L5,CT,,0
200196_023,772,ACAv,L5,ET,49.61042192,32
200196_023,772,ACAv,L5,ET,49.61042192,32
200196_024,1015,ACAd,L5,CT,41.10585552,9
200196_024,1015,ACAd,L5,CT,41.10585552,9
200196_025,772,ACAv,L5,ET,35.85836347,28
200196_025,772,ACAv,L5,ET,35.85836347,28
200196_026,767,MOs,L5,IT,85.63957508,91
200196_034,1015,ACAd,L5,IT,40.56931147,30
200196_035,772,ACAv,L5,IT,26.73184835,13
200196_036,772,ACAv,L5,ET,9.233092656,2
200196_036,772,ACAv,L5,ET,9.233092656,2
200196_037,772,ACAv,L5,ET,99.42689138,4
200196_037,772,ACAv,L5,ET,99.42689138,4
200196_038,772,ACAv,L5,ET,25.56379841,4
200196_038,772,ACAv,L5,ET,25.56379841,4
200196_039,1015,ACAd,L5,ET,45.44128248,37
200196_039,1015,ACAd,L5,ET,45.44128248,37
200196_041,1015,ACAd,L5,ET,18.92463946,8
200196_041,1015,ACAd,L5,ET,18.92463946,8
200196_042,1015,ACAd,L5,IT,46.65835355,75
200196_043,1015,ACAd,L5,CT,,0
200196_043,1015,ACAd,L5,CT,,0
200196_045,1015,ACAd,L5,IT,73.77275022,122
200196_046,1015,ACAd,L5,CT,,0
200196_046,1015,ACAd,L5,CT,,0
200196_047,1015,ACAd,L5,CT,,0
200196_047,1015,ACAd,L5,CT,,0
200196_048,772,ACAv,L5,ET,22.93226742,3
200196_048,772,ACAv,L5,ET,22.93226742,3
200196_049,772,ACAv,L5,ET,67.69587096,49
200196_049,772,ACAv,L5,ET,67.69587096,49
200196_050,772,ACAv,L5,ET,30.7895933,82
200196_050,772,ACAv,L5,ET,30.7895933,82
200196_053,1015,ACAd,L5,CT,,1
200196_053,1015,ACAd,L5,CT,,1
200196_055,1015,ACAd,L5,IT,70.64032174,98
200196_056,1015,ACAd,L5,IT,42.74967176,33
200196_059,767,MOs,L5,IT,,0
200196_060,1015,ACAd,L5,IT,,0
200196_061,1015,ACAd,L5,IT,,0
200196_065,1015,ACAd,L5,IT,32.38335128,19
200196_066,767,MOs,L5,IT,65.575492,38
200196_068,767,MOs,L5,IT,,0
200196_072,772,ACAv,L5,ET,29.52169731,7
200196_072,772,ACAv,L5,ET,29.52169731,7
200196_074,772,ACAv,L5,ET,51.8483295,42
200196_074,772,ACAv,L5,ET,51.8483295,42
200196_075,772,ACAv,L5,IT,35.96955023,42
200196_079,767,MOs,L5,IT,25.80912845,9
200196_081,767,MOs,L5,IT,46.92757642,33
200196_082,1015,ACAd,L5,ET,41.63966083,18
200196_082,1015,ACAd,L5,ET,41.63966083,18
200196_083,767,MOs,L5,IT,61.09312453,155
200196_088,1015,ACAd,L5,IT,,0
200197_001,1015,ACAd,L5,IT,68.06433773,142
200197_002,767,MOs,L5,IT,40.92340627,39
200197_003,767,MOs,L5,CT,,0
200197_003,767,MOs,L5,CT,,0
200197_004,772,ACAv,L5,ET,57.78727796,39
200197_004,772,ACAv,L5,ET,57.78727796,39
200197_005,1015,ACAd,L5,ET,67.7012456,41
200197_005,1015,ACAd,L5,ET,67.7012456,41
200197_006,1015,ACAd,L5,IT,65.98542729,253
200197_007,767,MOs,L5,ET,59.47375486,135
200197_010,1015,ACAd,L5,ET,49.95656572,38
200197_010,1015,ACAd,L5,ET,49.95656572,38
200197_011,1015,ACAd,L5,ET,43.79719642,16
200197_011,1015,ACAd,L5,ET,43.79719642,16
200197_012,767,MOs,L5,IT,67.22044927,25
200197_013,767,MOs,L5,IT,74.03772808,72
200197_015,1015,ACAd,L5,IT,78.14230401,79
200197_016,1015,ACAd,L5,IT,,0
200197_017,1015,ACAd,L5,ET,76.42470774,63
200197_017,1015,ACAd,L5,ET,76.42470774,63
200197_018,767,MOs,L5,IT,81.13426239,75
200197_019,1015,ACAd,L5,ET,27.73084925,7
200197_019,1015,ACAd,L5,ET,27.73084925,7
200197_020,1015,ACAd,L5,IT,38.22155902,13
200197_024,767,MOs,L5,ET,57.33616119,22
200197_025,1015,ACAd,L5,IT,87.04218502,196
200197_026,1015,ACAd,L5,IT,78.72379804,121
200197_027,1015,ACAd,L5,IT,81.13100079,208
200197_028,1015,ACAd,L5,IT,60.2112892,99
200197_029,1015,ACAd,L5,IT,55.55259835,118
200197_033,767,MOs,L5,IT,44.18309495,98
200197_034,1015,ACAd,L5,IT,1.802775638,2
200197_035,1015,ACAd,L5,ET,51.00640216,21
200197_035,1015,ACAd,L5,ET,51.00640216,21
200197_041,1015,ACAd,L5,IT,44.72372365,51
200197_042,1015,ACAd,L5,IT,,0
200197_043,1015,ACAd,L5,IT,110.1816956,75
200197_048,767,MOs,L5,IT,87.90263844,97
200197_049,767,MOs,L5,IT,83.54460639,73
200197_050,1015,ACAd,L5,IT,61.74700353,75
200197_054,767,MOs,L5,IT,,0
200197_056,1015,ACAd,L5,IT,81.21705377,84
200197_057,1015,ACAd,L5,IT,71.49348718,68
200197_058,1015,ACAd,L5,IT,39.64386907,22
200197_059,1015,ACAd,L5,IT,49.11125133,80
200197_061,767,MOs,L5,ET,44.27358826,45
200197_064,1015,ACAd,L5,IT,73.58068213,69
200197_066,1015,ACAd,L5,IT,32.83553545,37
200197_067,1015,ACAd,L5,IT,,1
200197_068,1015,ACAd,L5,IT,48.25336663,67
200197_070,1015,ACAd,L5,IT,49.57985631,30
200197_072,767,MOs,L5,ET,,0
200197_073,767,MOs,L5,ET,16.51514456,2
200197_074,767,MOs,L5,ET,,0
200198_001,767,MOs,L5,ET,46.5582222,31
200198_002,767,MOs,L5,IT,83.01614521,210
200198_004,767,MOs,L5,IT,88.49226991,63
200198_006,767,MOs,L5,IT,,0
200198_007,767,MOs,L5,IT,57.66050861,42
200198_008,767,MOs,L5,IT,82.2832759,69
200198_011,767,MOs,L5,ET,61.93966439,39
200198_012,767,MOs,L5,IT,113.6027457,75
200198_013,767,MOs,L5,IT,90.33418258,145
200198_014,767,MOs,L5,IT,65.51924692,56
200198_015,1015,ACAd,L5,ET,27.59999863,23
200198_015,1015,ACAd,L5,ET,27.59999863,23
200198_016,1015,ACAd,L5,ET,41.41763447,56
200198_016,1015,ACAd,L5,ET,41.41763447,56
200198_017,767,MOs,L5,ET,63.21284028,123
200198_018,767,MOs,L5,ET,48.83186614,44
200198_019,1015,ACAd,L5,IT,72.7955159,57
200198_021,767,MOs,L5,IT,73.97096155,41
200198_023,1015,ACAd,L5,ET,40.57864602,54
200198_023,1015,ACAd,L5,ET,40.57864602,54
200198_024,1015,ACAd,L5,IT,97.25369807,70
200198_025,1015,ACAd,L5,IT,75.08586034,28
200198_026,1015,ACAd,L5,ET,54.03325738,34
200198_026,1015,ACAd,L5,ET,54.03325738,34
200198_027,1015,ACAd,L5,IT,63.08791342,87
200198_028,1015,ACAd,L5,CT,,0
200198_028,1015,ACAd,L5,CT,,0
200198_029,1015,ACAd,L5,IT,,0
200198_037,772,ACAv,L5,ET,50.78418724,26
200198_037,772,ACAv,L5,ET,50.78418724,26
200198_038,1015,ACAd,L5,IT,100.0234496,124
200198_043,1015,ACAd,L5,IT,64.43241755,14
200198_044,1015,ACAd,L5,IT,64.87070523,18
200198_045,1015,ACAd,L5,CT,,0
200198_045,1015,ACAd,L5,CT,,0
200198_049,1015,ACAd,L5,IT,63.39191635,64
200198_053,1015,ACAd,L5,IT,42.66807875,20
200198_055,767,MOs,L5,IT,40.52784441,9
200198_058,767,MOs,L5,IT,76.63254606,67
200199_007,1015,ACAd,L5,IT,50.65147622,42
200199_008,1015,ACAd,L5,IT,61.41595482,45
200199_009,1015,ACAd,L5,IT,57.46643833,63
200199_010,1015,ACAd,L5,ET,33.8242535,31
200199_010,1015,ACAd,L5,ET,33.8242535,31
200199_011,1015,ACAd,L5,IT,35.65914438,8
200199_014,767,MOs,L5,IT,64.22975366,159
200199_015,1015,ACAd,L5,IT,58.68680443,153
200199_017,1015,ACAd,L5,IT,49.32827388,167
200199_018,1015,ACAd,L5,IT,49.85383228,20
200199_019,767,MOs,L5,IT,,0
200199_020,1015,ACAd,L5,IT,48.20666818,83
200199_021,767,MOs,L5,CT,,0
200199_021,767,MOs,L5,CT,,0
200199_023,1015,ACAd,L5,IT,48.98771708,77
200199_024,1015,ACAd,L5,IT,63.35451465,36
200199_032,767,MOs,L5,IT,62.85745559,95
200199_033,767,MOs,L5,IT,,0
200199_034,1015,ACAd,L5,IT,,0
200199_035,767,MOs,L5,CT,,0
200199_035,767,MOs,L5,CT,,0
200199_036,767,MOs,L5,IT,52.60930788,49
200199_037,767,MOs,L5,IT,80.62607907,21
200199_040,1015,ACAd,L5,IT,31.01198751,20
200199_045,767,MOs,L5,CT,,0
200199_045,767,MOs,L5,CT,,0
200199_048,767,MOs,L5,CT,,0
200199_048,767,MOs,L5,CT,,0
200199_049,1015,ACAd,L5,CT,,0
200199_049,1015,ACAd,L5,CT,,0
200199_050,1015,ACAd,L5,ET,32.6891821,50
200199_050,1015,ACAd,L5,ET,32.6891821,50
200199_051,1015,ACAd,L5,IT,50.59134648,99
200199_053,767,MOs,L5,IT,42.86972514,15
200199_054,1015,ACAd,L5,ET,46.79459921,95
200199_054,1015,ACAd,L5,ET,46.79459921,95
200199_055,1015,ACAd,L5,IT,44.07514847,43
200199_057,767,MOs,L5,IT,68.03643265,46
200199_058,767,MOs,L5,IT,84.21113031,103
200199_059,767,MOs,L5,IT,61.69518219,164
200199_061,1015,ACAd,L5,IT,41.11434796,38
200199_062,767,MOs,L5,IT,52.84471812,66
200199_065,767,MOs,L5,IT,62.05767631,73
200199_066,1015,ACAd,L5,IT,45.03325681,30
200199_067,1015,ACAd,L5,IT,28.79958362,46
200199_068,767,MOs,L5,IT,49.55319995,54
200199_071,1015,ACAd,L5,IT,64.98262203,59
200290_001,1125,ORBvl,L5,ET,28.34487782,9
200290_002,1125,ORBvl,L5,CT,,0
200290_002,1125,ORBvl,L5,CT,,0
200290_003,1125,ORBvl,L5,IT,38.32101251,2
200290_004,1125,ORBvl,L5,CT,,0
200290_004,1125,ORBvl,L5,CT,,0
200290_005,1125,ORBvl,L5,CT,,0
200290_005,1125,ORBvl,L5,CT,,0
200290_006,1125,ORBvl,L5,IT,72.46565911,24
200290_008,1125,ORBvl,L5,IT,,0
200290_009,1125,ORBvl,L5,IT,84.1848795,29
200290_012,1125,ORBvl,L5,CT,,0
200290_012,1125,ORBvl,L5,CT,,0
200290_021,767,MOs,L5,IT,102.6909738,206
200290_024,767,MOs,L5,ET,43.22606909,6
200290_027,1125,ORBvl,L5,CT,,0
200290_027,1125,ORBvl,L5,CT,,0
200290_029,767,MOs,L5,IT,121.9255586,69
200293_001,827,ILA,L5,IT,68.91095704,5
200293_005,620,ORBm,L5,IT,,0
200293_006,620,ORBm,L5,IT,51.93579096,6
200293_008,827,ILA,L5,IT,,1
200293_009,620,ORBm,L5,IT,71.37773508,13
200293_010,620,ORBm,L5,IT,15.98436736,2
200293_011,827,ILA,L5,IT,96.30909738,8
200293_012,620,ORBm,L5,ET,,0
200293_013,827,ILA,L5,IT,46.39471021,27
200293_015,620,ORBm,L5,IT,25.24986249,3
200293_016,620,ORBm,L5,IT,77.62373635,15
200293_017,620,ORBm,L5,ET,6.337585123,10
200293_019,827,ILA,L5,ET,20.71625606,7
200293_020,620,ORBm,L5,IT,43.54454779,14
200293_021,620,ORBm,L5,CT,,1
200293_021,620,ORBm,L5,CT,,1
200293_022,620,ORBm,L5,IT,69.20394501,12
200293_025,620,ORBm,L5,ET,1.118033989,2
200293_026,620,ORBm,L5,IT,,0
200293_028,827,ILA,L5,IT,,0
200293_029,620,ORBm,L5,IT,17.54748798,16
200293_032,620,ORBm,L5,ET,,0
200293_038,620,ORBm,L5,CT,4.74341649,2
200293_038,620,ORBm,L5,CT,4.74341649,2
200293_060,1015,ACAd,L5,IT,84.56735898,72
200293_061,1015,ACAd,L5,IT,95.11651162,144
200293_064,827,ILA,L5,IT,,1
200293_084,630,ORBl,L5,CT,,0
200293_084,630,ORBl,L5,CT,,0
200293_085,630,ORBl,L5,CT,,0
200293_085,630,ORBl,L5,CT,,0
200293_087,526157192,FRP,L5,CT,,0
200293_087,526157192,FRP,L5,CT,,0
200293_088,767,MOs,L5,IT,82.154345,44
200293_090,767,MOs,L5,CT,,0
200293_090,767,MOs,L5,CT,,0
200293_091,630,ORBl,L5,ET,101.2197974,32
200293_093,630,ORBl,L5,IT,53.01949213,47
200293_094,630,ORBl,L5,ET,27.18070718,31
200293_095,630,ORBl,L5,CT,,0
200293_095,630,ORBl,L5,CT,,0
200293_100,630,ORBl,L5,ET,13.84481897,9
200293_101,630,ORBl,L5,IT,66.10026467,12
200293_103,630,ORBl,L5,IT,,0
200293_104,630,ORBl,L5,CT,,0
200293_104,630,ORBl,L5,CT,,0
200293_105,630,ORBl,L5,IT,37.61717653,12
200293_107,630,ORBl,L5,IT,32.44899998,25
200293_110,630,ORBl,L5,CT,,0
200293_110,630,ORBl,L5,CT,,0
200293_114,630,ORBl,L5,IT,54.10801868,33
200294_001,1125,ORBvl,L5,CT,,0
200294_001,1125,ORBvl,L5,CT,,0
200294_003,1125,ORBvl,L5,CT,,0
200294_003,1125,ORBvl,L5,CT,,0
200294_004,630,ORBl,L5,CT,,0
200294_004,630,ORBl,L5,CT,,0
200294_007,630,ORBl,L5,CT,,0
200294_007,630,ORBl,L5,CT,,0
200294_009,1125,ORBvl,L5,CT,2.061552813,2
200294_009,1125,ORBvl,L5,CT,2.061552813,2
200294_012,630,ORBl,L5,CT,,0
200294_012,630,ORBl,L5,CT,,0
200294_013,630,ORBl,L5,CT,,0
200294_013,630,ORBl,L5,CT,,0
200294_014,526157192,FRP,L5,ET,58.5694375,49
200294_015,630,ORBl,L5,CT,54.58170535,4
200294_015,630,ORBl,L5,CT,54.58170535,4
200294_016,526157192,FRP,L5,IT,100.3809238,151
200294_017,767,MOs,L5,IT,85.9088791,159
200294_018,767,MOs,L5,IT,57.95112884,3
200294_021,630,ORBl,L5,IT,50.69961517,88
200294_023,620,ORBm,L5,ET,,0
200294_025,1125,ORBvl,L5,ET,9.43610089,5
200294_028,620,ORBm,L5,CT,,0
200294_028,620,ORBm,L5,CT,,0
200294_030,620,ORBm,L5,CT,1.452966315,3
200294_030,620,ORBm,L5,CT,1.452966315,3
200294_033,620,ORBm,L5,CT,,0
200294_033,620,ORBm,L5,CT,,0
200294_036,1125,ORBvl,L5,CT,,0
200294_036,1125,ORBvl,L5,CT,,0
200294_037,1125,ORBvl,L5,IT,,0
200294_040,363,PL,L5,CT,,0
200294_040,363,PL,L5,CT,,0
200294_041,363,PL,L5,ET,81.04114181,3
200294_042,1125,ORBvl,L5,IT,84.72646834,88
200294_043,1125,ORBvl,L5,IT,84.74561022,54
200294_045,1125,ORBvl,L5,IT,94.38082525,36
200294_047,1125,ORBvl,L5,ET,53.72787094,52
200295_001,767,MOs,L5,IT,82.5381296,40
200295_021,827,ILA,L5,ET,,0
200295_031,827,ILA,L5,IT,129.8467392,22
200295_037,620,ORBm,L5,ET,21.2283877,15
200295_038,363,PL,L5,IT,66.10645053,12
200295_039,827,ILA,L5,ET,56.12450445,5
200295_040,772,ACAv,L5,ET,98.17084585,37
200295_040,772,ACAv,L5,ET,98.17084585,37
200295_042,363,PL,L5,ET,34.86820684,18
200295_043,363,PL,L5,ET,42.15929981,4
200295_044,363,PL,L5,ET,46.34206126,57
200295_046,827,ILA,L5,ET,,0
200295_048,363,PL,L5,IT,83.95667161,6
200295_049,363,PL,L5,IT,63.3215106,50
200295_051,363,PL,L5,IT,82.47449053,23
200295_052,363,PL,L5,ET,20.07784849,5
200295_053,363,PL,L5,IT,56.08986466,24
200295_055,827,ILA,L5,CT,,1
200295_055,827,ILA,L5,CT,,1
200295_056,363,PL,L5,ET,39.24306269,12
200295_057,827,ILA,L5,ET,50.64302191,12
200295_058,827,ILA,L5,ET,,0
200295_060,620,ORBm,L5,ET,40.41391839,25
200295_061,620,ORBm,L5,ET,,0
200295_071,827,ILA,L5,CT,,0
200295_071,827,ILA,L5,CT,,0
200295_076,620,ORBm,L5,IT,38.74071346,30
200295_078,827,ILA,L5,IT,63.03722418,24
200295_084,363,PL,L5,IT,59.56702805,223
200295_086,363,PL,L5,IT,66.44470101,114
200295_089,363,PL,L5,IT,92.92266797,15
200295_091,363,PL,L5,IT,62.4792839,41
200295_092,363,PL,L5,IT,86.13932168,154
200295_093,363,PL,L5,IT,140.4057261,86
200295_094,630,ORBl,L5,IT,,0
200295_095,1125,ORBvl,L5,IT,54.21028285,39
200295_097,1125,ORBvl,L5,IT,64.20103447,92
200295_098,1125,ORBvl,L5,CT,,0
200295_098,1125,ORBvl,L5,CT,,0
200295_099,630,ORBl,L5,IT,44.12287845,13
200295_102,526157192,FRP,L5,IT,,0
200295_103,630,ORBl,L5,IT,54.66503726,74
200295_107,363,PL,L5,IT,46.5316524,18
200295_108,363,PL,L5,IT,45.05166977,27
200295_110,827,ILA,L5,IT,47.4593302,6
200296_002,1125,ORBvl,L5,CT,,0
200296_002,1125,ORBvl,L5,CT,,0
200296_009,630,ORBl,L5,CT,,0
200296_009,630,ORBl,L5,CT,,0
200296_011,767,MOs,L5,IT,67.67448218,23
200296_015,1125,ORBvl,L5,CT,,0
200296_015,1125,ORBvl,L5,CT,,0
200296_016,767,MOs,L5,IT,75.93503544,29
200296_022,827,ILA,L5,ET,,1
200296_023,827,ILA,L5,ET,,0
200296_027,363,PL,L5,ET,18.99914021,6
200296_032,827,ILA,L5,ET,20.30833749,7
200296_037,1125,ORBvl,L5,IT,63.24644096,26
200296_038,827,ILA,L5,ET,,0
200296_043,827,ILA,L5,ET,41.66709924,6
200296_052,827,ILA,L5,IT,,1
200296_058,630,ORBl,L5,CT,,0
200296_058,630,ORBl,L5,CT,,0
200297_002,1125,ORBvl,L5,ET,24.1384729,29
200297_006,1125,ORBvl,L5,CT,,0
200297_006,1125,ORBvl,L5,CT,,0
200297_009,630,ORBl,L5,CT,,0
200297_009,630,ORBl,L5,CT,,0
200297_010,1125,ORBvl,L5,CT,,0
200297_010,1125,ORBvl,L5,CT,,0
